reward_sum	100.0	1891.335	62.9123590739	1721.0	1853.125	1890.0	1934.625	2046.5
disc_reward_sum	100.0	81.76	16.7456431843	40.5	73.875	82.5	93.25	110.5
n_dest_reached	100.0	82.79	2.77177330832	74.0	81.0	83.0	84.0	90.0
last_dest_fail	100.0	79.63	18.5203437148	20.0	69.75	85.0	95.0	100.0
sum_time_left	100.0	1159.05	92.2812318815	989.0	1079.25	1157.5	1224.25	1400.0
n_penalties	100.0	413.07	28.0238913224	340.0	393.75	413.0	430.0	485.0
last_penalty	100.0	98.72	1.62729247773	92.0	98.0	99.0	100.0	100.0
len_qvals	100.0	732.54	40.3067580869	625.0	707.75	735.5	759.5	832.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1875.27	66.7733774748	1724.0	1827.375	1880.75	1920.875	2061.0
disc_reward_sum	100.0	79.055	17.2632462682	27.5	67.0	79.25	89.5	113.5
n_dest_reached	100.0	82.75	2.65290007122	76.0	81.0	83.0	85.0	89.0
last_dest_fail	100.0	78.32	16.5449372769	36.0	70.0	82.0	90.25	100.0
sum_time_left	100.0	1151.26	77.9631640552	937.0	1094.0	1137.0	1208.5	1340.0
n_penalties	100.0	418.13	23.921021143	342.0	404.75	420.0	433.25	466.0
last_penalty	100.0	98.83	1.72360322604	92.0	99.0	99.0	100.0	100.0
len_qvals	100.0	738.44	36.2898878422	615.0	716.0	738.5	763.25	829.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1878.45	62.0871210966	1744.5	1835.5	1878.5	1909.25	2149.0
disc_reward_sum	100.0	83.02	17.9518041636	42.0	70.5	83.75	97.75	123.0
n_dest_reached	100.0	82.54	3.02988481963	75.0	80.0	82.5	85.0	89.0
last_dest_fail	100.0	81.1	15.5683569259	28.0	71.75	86.5	93.0	100.0
sum_time_left	100.0	1174.37	89.6886483138	948.0	1108.5	1179.5	1245.0	1439.0
n_penalties	100.0	414.22	23.4243161236	368.0	395.75	415.0	430.25	476.0
last_penalty	100.0	99.04	1.23025824668	94.0	98.0	99.0	100.0	100.0
len_qvals	100.0	732.08	34.0052521196	666.0	706.25	727.0	753.25	821.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1879.82	57.9505850103	1731.5	1838.875	1883.75	1920.625	2077.5
disc_reward_sum	100.0	81.485	16.6051067659	45.5	71.25	81.75	91.0	125.5
n_dest_reached	100.0	82.81	3.21201972395	73.0	81.0	83.0	85.0	90.0
last_dest_fail	100.0	79.39	16.6659969562	24.0	72.0	84.0	91.25	100.0
sum_time_left	100.0	1150.86	92.1113752723	926.0	1096.25	1152.5	1209.0	1395.0
n_penalties	100.0	414.09	24.9314595796	345.0	399.5	410.5	431.25	497.0
last_penalty	100.0	98.84	1.59367436442	93.0	98.0	99.0	100.0	100.0
len_qvals	100.0	731.5	38.5927977789	650.0	703.75	729.0	758.5	856.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1884.06	66.1977936097	1721.5	1842.875	1881.5	1922.875	2049.5
disc_reward_sum	100.0	77.37	15.6984879926	31.5	66.375	79.75	89.0	110.5
n_dest_reached	100.0	82.34	2.61008146473	71.0	81.0	82.5	84.0	87.0
last_dest_fail	100.0	80.49	16.1473611692	30.0	72.25	84.0	92.25	100.0
sum_time_left	100.0	1148.41	81.6802208913	854.0	1102.25	1152.0	1200.25	1341.0
n_penalties	100.0	417.22	23.7438264172	363.0	401.5	421.5	434.0	476.0
last_penalty	100.0	98.84	1.81864640529	92.0	99.0	99.0	100.0	100.0
len_qvals	100.0	739.58	38.3743338046	653.0	715.0	740.5	768.25	831.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1887.18	63.0876622749	1729.0	1835.125	1882.25	1932.125	2053.0
disc_reward_sum	100.0	79.83	15.8359997755	49.5	65.625	81.75	89.0	124.5
n_dest_reached	100.0	82.68	2.95036378514	76.0	81.0	83.0	84.0	91.0
last_dest_fail	100.0	78.73	17.7529937723	27.0	69.0	84.0	92.25	100.0
sum_time_left	100.0	1156.6	95.3175447829	927.0	1091.75	1165.0	1231.25	1349.0
n_penalties	100.0	412.82	28.4950394407	347.0	393.0	416.5	433.0	471.0
last_penalty	100.0	99.14	1.25545275346	93.0	99.0	100.0	100.0	100.0
len_qvals	100.0	733.19	41.6829531806	631.0	704.75	736.5	764.25	814.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1881.205	63.1251400639	1721.5	1832.875	1884.5	1920.125	2024.5
disc_reward_sum	100.0	79.23	16.6417116204	38.0	66.75	78.75	90.25	117.0
n_dest_reached	100.0	82.81	2.8094177836	75.0	81.0	83.0	85.0	90.0
last_dest_fail	100.0	78.53	16.9761895047	26.0	70.75	83.0	91.0	100.0
sum_time_left	100.0	1163.33	84.0027723208	960.0	1101.75	1168.5	1224.25	1386.0
n_penalties	100.0	417.15	23.8027988338	349.0	405.0	419.5	429.25	466.0
last_penalty	100.0	98.99	1.50752322126	93.0	98.0	100.0	100.0	100.0
len_qvals	100.0	737.54	33.7604215111	659.0	718.0	735.5	757.75	817.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1879.48	67.1156442044	1733.5	1835.375	1878.0	1919.875	2081.0
disc_reward_sum	100.0	80.025	14.6700022034	43.5	71.5	79.5	90.125	120.5
n_dest_reached	100.0	82.58	3.01236508982	71.0	80.75	83.0	84.0	90.0
last_dest_fail	100.0	80.89	15.2884025498	27.0	72.75	83.5	93.0	100.0
sum_time_left	100.0	1164.2	92.5082578896	874.0	1105.25	1170.0	1223.0	1361.0
n_penalties	100.0	412.72	26.2035852277	344.0	396.0	413.5	429.25	478.0
last_penalty	100.0	98.83	1.38574998838	93.0	98.0	99.0	100.0	100.0
len_qvals	100.0	731.25	38.7677297335	609.0	703.0	731.0	757.25	832.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1895.8	66.9751574628	1719.5	1857.375	1895.25	1939.75	2102.5
disc_reward_sum	100.0	80.855	15.5930402437	40.5	70.5	82.75	90.5	128.0
n_dest_reached	100.0	83.17	2.98837816222	76.0	81.0	83.0	85.0	90.0
last_dest_fail	100.0	79.32	16.833036301	36.0	68.75	82.0	94.0	100.0
sum_time_left	100.0	1155.4	90.5118999933	953.0	1095.0	1157.5	1213.25	1395.0
n_penalties	100.0	414.07	27.6822719772	343.0	396.0	414.0	433.0	486.0
last_penalty	100.0	99.04	1.36270675384	94.0	99.0	99.5	100.0	100.0
len_qvals	100.0	731.77	41.1461683722	635.0	702.5	732.5	756.25	840.0
	count	mean	std	min	25%	50%	75%	max
reward_sum	100.0	1873.125	56.9204377827	1733.5	1841.75	1874.0	1911.0	1990.5
disc_reward_sum	100.0	78.22	17.3311945067	39.5	66.125	79.75	88.0	121.5
n_dest_reached	100.0	82.62	2.62382248722	77.0	81.0	83.0	84.25	88.0
last_dest_fail	100.0	78.89	16.6890122929	34.0	69.5	85.0	91.0	99.0
sum_time_left	100.0	1138.67	91.4809750051	917.0	1065.75	1151.5	1193.5	1343.0
n_penalties	100.0	415.12	24.5193306548	365.0	397.75	414.0	431.25	473.0
last_penalty	100.0	98.53	2.32011406895	85.0	98.0	99.0	100.0	100.0
len_qvals	100.0	731.8	38.2670045387	659.0	699.75	730.5	758.25	816.0
	count	mean	std	min	25%	50%	75%	max
